sentiment,sentence_stemmed,sentence_stemmed_str
0,"['manag', 'bend', 'leaf', 'spring', 'back', 'place', 'metal', 'enough', 'stress', 'break', 'next', 'drop']",manag bend leaf spring back place metal enough stress break next drop
1,"['leopard', 'print', 'wonder', 'wild']",leopard print wonder wild
1,['work'],work
0,"['saggi', 'floppi', 'piec', 'junk']",saggi floppi piec junk
1,"['much', 'better', 'hard', 'plastic', 'case']",much better hard plastic case
0,"['also', 'new', 'problem']",also new problem
1,"['happi', 'far']",happi far
1,"['cool', 'phone']",cool phone
1,"['work', 'good']",work good
1,"['motorola', 'final', 'got', 'voic', 'qualiti', 'bluetooth', 'headset', 'right']",motorola final got voic qualiti bluetooth headset right
0,"['loos', 'connect', 'phone', 'even', 'within', 'coupl', 'feet', 'two']",loos connect phone even within coupl feet two
1,"['great', 'would', 'realli', 'recommend']",great would realli recommend
0,"['make', 'easier', 'keep', 'bluetooth', 'im', 'wear']",make easier keep bluetooth im wear
0,"['said', 'abovepretti', 'useless']",said abovepretti useless
0,"['never', 'got']",never got
0,"['pair', 'headphon', 'worst', 'ever', 'soundwis']",pair headphon worst ever soundwis
0,"['drain', 'weak', 'snap']",drain weak snap
0,"['charg', 'cingular', 'att', 'phone']",charg cingular att phone
1,"['get', 'extra', 'minut', 'carri', 'call', 'get', 'cut']",get extra minut carri call get cut
0,"['howev', 'year', 'fliptop', 'start', 'get', 'loos', 'wobbl', 'eventu', 'screen', 'went', 'black', 'couldnt', 'receiv', 'place', 'call']",howev year fliptop start get loos wobbl eventu screen went black couldnt receiv place call
0,"['kept', 'catch', 'cabl', 'seat', 'pull', 'phone', 'turn']",kept catch cabl seat pull phone turn
1,"['headset', 'fulfil', 'requir', 'happi', 'purchas']",headset fulfil requir happi purchas
1,"['logitech', 'bluetooth', 'headset']",logitech bluetooth headset
1,"['like', 'fact', 'rest', 'lightli', 'ear', 'rather', 'insid']",like fact rest lightli ear rather insid
1,"['lot', 'websit', 'rate', 'good', 'phone']",lot websit rate good phone
1,"['tri', 'cabl', 'comput', 'ipod', 'work', 'fine']",tri cabl comput ipod work fine
0,"['mic', 'joke', 'volum', 'quit', 'low']",mic joke volum quit low
0,"['im', 'return']",im return
0,"['maintain', 'connect', 'comput', 'lap']",maintain connect comput lap
1,"['easi', 'turn', 'car', 'volum', 'control', 'quit', 'access']",easi turn car volum control quit access
1,"['mine', 'year', 'christma', 'bought', 'rest', 'famili']",mine year christma bought rest famili
1,"['otherwis', 'easi', 'instal', 'use', 'clear', 'sound']",otherwis easi instal use clear sound
1,"['nice', 'leather']",nice leather
0,"['purchas', 'differ', 'case']",purchas differ case
1,"['joy', 'use']",joy use
0,"['much', 'disappoint', 'compani']",much disappoint compani
1,['satisif'],satisif
0,"['didnt', 'charg']",didnt charg
1,"['phone', 'get', 'bought', 'sa', 'say', 'wow']",phone get bought sa say wow
0,"['button', 'small']",button small
1,"['read', 'spec', 'alon', 'make', 'say', 'wow']",read spec alon make say wow
1,"['love', 'great', 'armband']",love great armband
1,"['realli', 'like', 'product', 'motorola', 'allot', 'clearer', 'ear', 'piec', 'mic']",realli like product motorola allot clearer ear piec mic
0,"['howev', 'keypad', 'tinni', 'sometim', 'reach', 'wrong', 'button']",howev keypad tinni sometim reach wrong button
1,"['exchang', 'soni', 'ericson', 'za', 'im', 'pretti', 'happi', 'decis']",exchang soni ericson za im pretti happi decis
1,"['impress', 'price', 'case']",impress price case
1,"['also', 'make', 'easier', 'hold']",also make easier hold
1,"['use', 'product', 'motor', 'control', 'center', 'lot', 'high', 'voltag', 'hum', 'equip', 'work', 'great']",use product motor control center lot high voltag hum equip work great
1,"['pretti', 'easi']",pretti easi
0,"['cannot', 'make', 'call', 'certain', 'place']",cannot make call certain place
0,"['howev', 'girl', 'complain', 'time', 'phone', 'doesnt', 'wake', 'like', 'normal', 'phone']",howev girl complain time phone doesnt wake like normal phone
1,"['beauti', 'style', 'though']",beauti style though
0,"['compani', 'charg', 'restock', 'fee', 'still', 'given', 'refund', 'back']",compani charg restock fee still given refund back
0,"['im', 'tri', 'return', 'refund']",im tri return refund
0,"['plug', 'find', 'darn', 'thing', 'work']",plug find darn thing work
1,"['excel', 'product']",excel product
0,"['earbud', 'piec', 'break', 'easili']",earbud piec break easili
0,"['lousi', 'product']",lousi product
0,"['phone', 'tri', 'hard', 'everyth', 'fail', 'abil', 'phone']",phone tri hard everyth fail abil phone
1,"['best', 'charger', 'seen', 'market', 'yet']",best charger seen market yet
1,"['sweetest', 'phone']",sweetest phone
1,"['oh', 'charger', 'seem', 'work', 'fine']",oh charger seem work fine
1,"['fit', 'secur', 'ear', 'hook', 'even', 'need', 'use', 'sound', 'better', 'direct', 'ear', 'canal']",fit secur ear hook even need use sound better direct ear canal
0,"['enough', 'volum']",enough volum
0,"['echo', 'problemveri', 'unsatisfactori']",echo problemveri unsatisfactori
0,"['could', 'take', 'video', 'time', 'qualiti', 'poor']",could take video time qualiti poor
0,"['dont', 'wast', 'money']",dont wast money
0,"['go', 'first', 'neg', 'review', 'product']",go first neg review product
0,"['adapt', 'provid', 'enough', 'charg', 'current']",adapt provid enough charg current
0,"['much', 'hype', 'phone', 'assum', 'best', 'mistak']",much hype phone assum best mistak
0,"['also', 'cannot', 'take', 'pictur', 'case', 'lens', 'cover']",also cannot take pictur case lens cover
0,"['phone', 'fall', 'easili']",phone fall easili
0,"['didnt', 'work', 'peopl', 'hear', 'talk']",didnt work peopl hear talk
0,"['text', 'messag', 'featur', 'realli', 'tricki', 'use']",text messag featur realli tricki use
0,"['im', 'realli', 'disappoint', 'charger', 'doesnt', 'work']",im realli disappoint charger doesnt work
0,"['pain', 'ear']",pain ear
0,"['last', 'one', 'day', 'blew']",last one day blew
0,['disappoint'],disappoint
0,"['kind', 'flop', 'around']",kind flop around
0,"['screen', 'get', 'smudg', 'easili', 'touch', 'ear', 'face']",screen get smudg easili touch ear face
0,"['piec', 'junk', 'lose', 'call', 'phone']",piec junk lose call phone
0,"['item', 'match', 'pictur']",item match pictur
0,"['thing', 'disappoint', 'infra', 'red', 'port', 'irda']",thing disappoint infra red port irda
0,"['answer', 'call', 'unit', 'never', 'work']",answer call unit never work
0,"['slowmov', 'aimless', 'movi', 'distress', 'drift', 'young', 'man']",slowmov aimless movi distress drift young man
0,"['sure', 'lost', 'flat', 'charact', 'audienc', 'nearli', 'half', 'walk']",sure lost flat charact audienc nearli half walk
0,"['attempt', 'arti', 'black', 'white', 'clever', 'camera', 'angl', 'movi', 'disappoint', 'becam', 'even', 'ridicul', 'act', 'poor', 'plot', 'line', 'almost', 'nonexist']",attempt arti black white clever camera angl movi disappoint becam even ridicul act poor plot line almost nonexist
0,"['littl', 'music', 'anyth', 'speak']",littl music anyth speak
1,"['best', 'scene', 'movi', 'gerardo', 'tri', 'find', 'song', 'keep', 'run', 'head']",best scene movi gerardo tri find song keep run head
0,"['rest', 'movi', 'lack', 'art', 'charm', 'mean', 'empti', 'work', 'guess', 'empti']",rest movi lack art charm mean empti work guess empti
0,"['wast', 'two', 'hour']",wast two hour
1,"['saw', 'movi', 'today', 'thought', 'good', 'effort', 'good', 'messag', 'kid']",saw movi today thought good effort good messag kid
0,"['bit', 'predict']",bit predict
1,"['love', 'cast', 'jimmi', 'buffet', 'scienc', 'teacher']",love cast jimmi buffet scienc teacher
1,"['babi', 'owl', 'ador']",babi owl ador
1,"['movi', 'show', 'lot', 'florida', 'best', 'made', 'look', 'appeal']",movi show lot florida best made look appeal
1,"['song', 'best', 'muppet', 'hilari']",song best muppet hilari
1,['cool'],cool
1,"['right', 'case', 'movi', 'deliv', 'everyth', 'almost', 'right', 'face']",right case movi deliv everyth almost right face
0,"['averag', 'act', 'main', 'person', 'low', 'budget', 'clearli', 'see']",averag act main person low budget clearli see
1,"['review', 'long', 'overdu', 'sinc', 'consid', 'tale', 'two', 'sister', 'singl', 'greatest', 'film', 'ever', 'made']",review long overdu sinc consid tale two sister singl greatest film ever made
1,"['ill', 'put', 'gem', 'movi', 'term', 'screenplay', 'cinematographi', 'act', 'postproduct', 'edit', 'direct', 'aspect', 'filmmak']",ill put gem movi term screenplay cinematographi act postproduct edit direct aspect filmmak
1,"['practic', 'perfect', 'true', 'masterpiec', 'sea', 'faux', 'masterpiec']",practic perfect true masterpiec sea faux masterpiec
0,"['structur', 'film', 'easili', 'tightli', 'construct', 'histori', 'cinema', 'think', 'film', 'someth', 'vital', 'import', 'occur', 'everi', 'minut', 'word', 'content', 'level', 'film', 'enough', 'easili', 'fill', 'dozen', 'film', 'anyon', 'right', 'mind', 'ask', 'anyth', 'movi', 'quit', 'simpli', 'highest', 'superl', 'form', 'cinema', 'imagin', 'ye', 'film', 'requir', 'rather', 'signific', 'amount', 'puzzlesolv', 'piec', 'fit', 'togeth', 'creat', 'beauti', 'pictur', 'short', 'film', 'certainli', 'pull', 'punch', 'graphic', 'far', 'best', 'part', 'game', 'number', 'one', 'best', 'th', 'game', 'seri', 'deserv', 'strong', 'love', 'insan', 'game', 'massiv', 'level', 'massiv', 'unlock', 'charact', 'massiv', 'game', 'wast', 'money', 'game', 'kind', 'money', 'wast', 'properli', 'actual', 'graphic', 'good', 'time', 'today', 'graphic', 'crap', 'say', 'canada', 'fun', 'game', 'aye', 'game', 'rock', 'buy', 'play', 'enjoy', 'love', 'pure', 'brillianc', 'flick', 'doom', 'concept', 'idea', 'lame', 'take', 'minor', 'charact', 'mediocr', 'pg', 'film', 'make', 'complet', 'nonsequel', 'chang', 'tone', 'pgrate', 'famili', 'movi', 'wasnt', 'least', 'bit', 'interest', 'confirm', 'film', 'would', 'unfunni', 'gener', 'also', 'manag', 'give', 'away', 'entir', 'movi', 'im', 'exagger', 'everi', 'moment', 'everi', 'plot', 'point', 'everi', 'joke', 'told', 'trailer', 'funni', 'even', 'talent', 'carrel', 'cant', 'save', 'costar', 'dont', 'fare', 'much', 'better', 'peopl', 'like', 'morgan', 'freeman', 'jonah', 'hill', 'ed', 'helm', 'wast', 'stori', 'predict', 'lazi', 'real', 'effect', 'work', 'presenc', 'anim', 'integr', 'scene', 'worst', 'obviou', 'bluegreenscreen', 'work', 'ive', 'ever', 'seen', 'whatev', 'cost', 'much', 'didnt', 'translat', 'qualiti', 'that', 'sure', 'film', 'succe', 'despit', 'perhap', 'obvious', 'meagr', 'budget', 'im', 'glad', 'film', 'didnt', 'go', 'obviou', 'choic', 'lesser', 'film', 'certainli', 'would', 'addit', 'one', 'love', 'song', 'ever', 'written', 'french', 'cancan', 'also', 'boast', 'one', 'cutest', 'lead', 'ladi', 'ever', 'grace', 'screen', 'hard', 'fall', 'headoverheel', 'love', 'girl', 'neg', 'insipid', 'enough', 'caus', 'regret', 'anoth', 'hour', 'life', 'wast', 'front', 'screen', 'long', 'whini', 'pointless', 'recommend', 'wait', 'futur', 'effort', 'let', 'one', 'go', 'excel', 'cast', 'stori', 'line', 'perform', 'total', 'believ', 'ann', 'hech', 'utterli', 'convinc', 'sam', 'shepard', 'portray', 'gung', 'ho', 'marin', 'sober', 'sat', 'rivet', 'tv', 'screen', 'give', 'one', 'resound', 'think', 'tom', 'hank', 'good', 'actor', 'enjoy', 'read', 'book', 'children', 'littl', 'disappoint', 'movi', 'one', 'charact', 'total', 'annoy', 'voic', 'give', 'feel', 'fingernail', 'chalkboard', 'total', 'unnecessari', 'trainrol', 'coaster', 'scene', 'absolut', 'warmth', 'charm', 'scene', 'charact', 'movi', 'total', 'grate', 'nerv', 'perform', 'improv', 'improvis', 'actor', 'twice', 'much', 'worri', 'whether', 'theyr', 'deliv', 'line', 'well', 'whether', 'line', 'good', 'quit', 'honestli', 'often', 'good', 'often', 'dialogu', 'doesnt', 'realli', 'follow', 'one', 'line', 'anoth', 'fit', 'surround', 'crackl', 'unpredict', 'youth', 'energi', 'honestli', 'found', 'hard', 'follow', 'concentr', 'meander', 'badli', 'gener', 'great', 'thing', 'wouldnt', 'say', 'theyr', 'worth', 'hour', 'time', 'though', 'suspens', 'builder', 'good', 'cross', 'line', 'g', 'pg', 'especi', 'like', 'nonclich', 'choic', 'parent', 'movi', 'could', 'predict', 'dialog', 'verbatim', 'write', 'movi', 'made', 'better', 'select', 'want', 'movi', 'that', 'gross', 'give', 'chill', 'great', 'choic', 'alexand', 'nevski', 'great', 'film', 'amaz', 'film', 'artist', 'one', 'import', 'whoever', 'live', 'im', 'glad', 'pretenti', 'piec', 'didnt', 'plan', 'dodg', 'stratu', 'big', 'shot', 'gonna', 'help', 'movi', 'maker', 'arent', 'restrain', 'movi', 'busi', 'québec']",structur film easili tightli construct histori cinema think film someth vital import occur everi minut word content level film enough easili fill dozen film anyon right mind ask anyth movi quit simpli highest superl form cinema imagin ye film requir rather signific amount puzzlesolv piec fit togeth creat beauti pictur short film certainli pull punch graphic far best part game number one best th game seri deserv strong love insan game massiv level massiv unlock charact massiv game wast money game kind money wast properli actual graphic good time today graphic crap say canada fun game aye game rock buy play enjoy love pure brillianc flick doom concept idea lame take minor charact mediocr pg film make complet nonsequel chang tone pgrate famili movi wasnt least bit interest confirm film would unfunni gener also manag give away entir movi im exagger everi moment everi plot point everi joke told trailer funni even talent carrel cant save costar dont fare much better peopl like morgan freeman jonah hill ed helm wast stori predict lazi real effect work presenc anim integr scene worst obviou bluegreenscreen work ive ever seen whatev cost much didnt translat qualiti that sure film succe despit perhap obvious meagr budget im glad film didnt go obviou choic lesser film certainli would addit one love song ever written french cancan also boast one cutest lead ladi ever grace screen hard fall headoverheel love girl neg insipid enough caus regret anoth hour life wast front screen long whini pointless recommend wait futur effort let one go excel cast stori line perform total believ ann hech utterli convinc sam shepard portray gung ho marin sober sat rivet tv screen give one resound think tom hank good actor enjoy read book children littl disappoint movi one charact total annoy voic give feel fingernail chalkboard total unnecessari trainrol coaster scene absolut warmth charm scene charact movi total grate nerv perform improv improvis actor twice much worri whether theyr deliv line well whether line good quit honestli often good often dialogu doesnt realli follow one line anoth fit surround crackl unpredict youth energi honestli found hard follow concentr meander badli gener great thing wouldnt say theyr worth hour time though suspens builder good cross line g pg especi like nonclich choic parent movi could predict dialog verbatim write movi made better select want movi that gross give chill great choic alexand nevski great film amaz film artist one import whoever live im glad pretenti piec didnt plan dodg stratu big shot gonna help movi maker arent restrain movi busi québec
1,"['first', 'movi', 'ive', 'given', 'year']",first movi ive given year
1,"['ever', 'movi', 'need', 'wordofmouth', 'promot']",ever movi need wordofmouth promot
1,"['overal', 'film', 'interest', 'thoughtprovok']",overal film interest thoughtprovok
1,"['plu', 'wellpac', 'suit', 'rel', 'short', 'run', 'time']",plu wellpac suit rel short run time
1,"['give', 'one', 'look']",give one look
1,['gave'],gave
1,"['wind', 'lion', 'well', 'written', 'superbl', 'act']",wind lion well written superbl act
